id,nombre,ubicacion,google_maps_url,imagen,visitada,notas,food_quality,ambiance,want_return,media_files,google_photos_link,fecha_visita
1767320706,Nueva Cafetería,,,,False,,2,4,2,,,
1767320797,Nueva Cafetería,,,,False,,,,,,,
1767320802,Nueva Cafetería,,,,False,,,,,,,
1767321601,Nueva Cafetería,,,,False,,,,,,,
1767321678,Nueva Cafetería,,,,False,,,,,,,
1767321683,Nueva Cafetería,,,,False,,,,,,,
1767321688,Nueva Cafetería,,,,False,,5,4,3,,,
1767321697,Nueva Cafetería,,,,False,,,,,,,
